Дата;Дата с разбивкой по 30 минут;Прибыль на момент времени;Точка продаж
14.05.2022;2022-05-14 16:00:00.000;13 900;Точка продаж 16
14.05.2022;2022-05-14 16:30:00.000;19 765;Точка продаж 16
14.05.2022;2022-05-14 17:00:00.000;75;Точка продаж 16
14.05.2022;2022-05-14 17:30:00.000;9 370;Точка продаж 16
14.05.2022;2022-05-14 18:00:00.000;17 440;Точка продаж 16
14.05.2022;2022-05-14 18:30:00.000;10 580;Точка продаж 16
14.05.2022;2022-05-14 19:00:00.000;33 542,5;Точка продаж 16
14.05.2022;2022-05-14 19:30:00.000;34 330,5;Точка продаж 16
14.05.2022;2022-05-14 20:00:00.000;27 790;Точка продаж 16
14.05.2022;2022-05-14 20:30:00.000;11 880;Точка продаж 16
14.05.2022;2022-05-14 21:00:00.000;12 675;Точка продаж 16
14.05.2022;2022-05-14 21:30:00.000;11 570;Точка продаж 16
14.05.2022;2022-05-14 22:00:00.000;9 915;Точка продаж 16
14.05.2022;2022-05-14 22:30:00.000;6 610;Точка продаж 16
14.05.2022;2022-05-14 23:00:00.000;8 795;Точка продаж 16
14.05.2022;2022-05-14 23:30:00.000;4 540;Точка продаж 16
14.05.2022;2022-05-14 06:30:00.000;445;Точка продаж 17
14.05.2022;2022-05-14 07:00:00.000;330;Точка продаж 17
14.05.2022;2022-05-14 07:30:00.000;395;Точка продаж 17
14.05.2022;2022-05-14 08:00:00.000;744;Точка продаж 17
14.05.2022;2022-05-14 10:00:00.000;5 410;Точка продаж 17
14.05.2022;2022-05-14 10:30:00.000;746;Точка продаж 17
14.05.2022;2022-05-14 11:30:00.000;2 005;Точка продаж 17
14.05.2022;2022-05-14 12:00:00.000;3 000;Точка продаж 17
14.05.2022;2022-05-14 13:00:00.000;1 090;Точка продаж 17
14.05.2022;2022-05-14 13:30:00.000;820;Точка продаж 17
14.05.2022;2022-05-14 14:30:00.000;441;Точка продаж 17
14.05.2022;2022-05-14 15:30:00.000;1 396;Точка продаж 17
14.05.2022;2022-05-14 16:00:00.000;1 435;Точка продаж 17
14.05.2022;2022-05-14 17:00:00.000;690;Точка продаж 17
14.05.2022;2022-05-14 17:30:00.000;480;Точка продаж 17
14.05.2022;2022-05-14 18:30:00.000;2 060;Точка продаж 17
14.05.2022;2022-05-14 19:00:00.000;1 697;Точка продаж 17
14.05.2022;2022-05-14 19:30:00.000;858,5;Точка продаж 17
14.05.2022;2022-05-14 22:00:00.000;195;Точка продаж 17
14.05.2022;2022-05-14 23:00:00.000;158;Точка продаж 17
14.05.2022;2022-05-14 11:00:00.000;1 250;Точка продаж 18
14.05.2022;2022-05-14 14:30:00.000;1 250;Точка продаж 18
14.05.2022;2022-05-14 19:00:00.000;2 450;Точка продаж 18
14.05.2022;2022-05-14 20:00:00.000;2 950;Точка продаж 18
14.05.2022;2022-05-14 22:00:00.000;4 950;Точка продаж 18
14.05.2022;2022-05-14 22:30:00.000;2 450;Точка продаж 18
14.05.2022;2022-05-14 23:30:00.000;2 250;Точка продаж 18
14.05.2022;2022-05-14 00:00:00.000;2 850;Точка продаж 19
14.05.2022;2022-05-14 00:30:00.000;1 675;Точка продаж 19
14.05.2022;2022-05-14 01:00:00.000;800;Точка продаж 19
14.05.2022;2022-05-14 01:30:00.000;475;Точка продаж 19
14.05.2022;2022-05-14 03:00:00.000;725;Точка продаж 19
14.05.2022;2022-05-14 03:30:00.000;1 025;Точка продаж 19
14.05.2022;2022-05-14 04:00:00.000;275;Точка продаж 19
14.05.2022;2022-05-14 04:30:00.000;3 900;Точка продаж 19
14.05.2022;2022-05-14 05:00:00.000;2 875;Точка продаж 19
14.05.2022;2022-05-14 05:30:00.000;825;Точка продаж 19
14.05.2022;2022-05-14 06:00:00.000;4 695;Точка продаж 19
14.05.2022;2022-05-14 06:30:00.000;8 115;Точка продаж 19
14.05.2022;2022-05-14 07:00:00.000;4 287,5;Точка продаж 19
14.05.2022;2022-05-14 07:30:00.000;1 325;Точка продаж 19
14.05.2022;2022-05-14 08:00:00.000;4 575;Точка продаж 19
14.05.2022;2022-05-14 08:30:00.000;4 475;Точка продаж 19
14.05.2022;2022-05-14 09:00:00.000;1 000;Точка продаж 19
14.05.2022;2022-05-14 09:30:00.000;175;Точка продаж 19
14.05.2022;2022-05-14 10:00:00.000;4 065;Точка продаж 19
14.05.2022;2022-05-14 10:30:00.000;2 155;Точка продаж 19
14.05.2022;2022-05-14 11:00:00.000;4 065;Точка продаж 19
14.05.2022;2022-05-14 11:30:00.000;4 347,5;Точка продаж 19
14.05.2022;2022-05-14 12:00:00.000;3 275;Точка продаж 19
14.05.2022;2022-05-14 12:30:00.000;5 450;Точка продаж 19
14.05.2022;2022-05-14 13:00:00.000;9 800;Точка продаж 19
14.05.2022;2022-05-14 13:30:00.000;10 835;Точка продаж 19
14.05.2022;2022-05-14 14:00:00.000;11 362,5;Точка продаж 19
14.05.2022;2022-05-14 14:30:00.000;11 575;Точка продаж 19
14.05.2022;2022-05-14 15:00:00.000;9 332,5;Точка продаж 19
14.05.2022;2022-05-14 15:30:00.000;10 790;Точка продаж 19
14.05.2022;2022-05-14 16:00:00.000;7 357,5;Точка продаж 19
14.05.2022;2022-05-14 16:30:00.000;4 925;Точка продаж 19
14.05.2022;2022-05-14 17:00:00.000;7 575;Точка продаж 19
14.05.2022;2022-05-14 17:30:00.000;4 755;Точка продаж 19
14.05.2022;2022-05-14 18:00:00.000;8 407,5;Точка продаж 19
14.05.2022;2022-05-14 18:30:00.000;9 625;Точка продаж 19
14.05.2022;2022-05-14 19:00:00.000;8 302,5;Точка продаж 19
14.05.2022;2022-05-14 19:30:00.000;12 190;Точка продаж 19
14.05.2022;2022-05-14 20:00:00.000;12 002,5;Точка продаж 19
14.05.2022;2022-05-14 20:30:00.000;3 850;Точка продаж 19
14.05.2022;2022-05-14 21:00:00.000;1 025;Точка продаж 19
14.05.2022;2022-05-14 21:30:00.000;5 450;Точка продаж 19
14.05.2022;2022-05-14 22:00:00.000;4 850;Точка продаж 19
14.05.2022;2022-05-14 22:30:00.000;2 582,5;Точка продаж 19
14.05.2022;2022-05-14 23:00:00.000;2 375;Точка продаж 19
14.05.2022;2022-05-14 23:30:00.000;2 780;Точка продаж 19
14.05.2022;2022-05-14 00:00:00.000;4 763,5;Точка продаж 2
14.05.2022;2022-05-14 00:30:00.000;2 325;Точка продаж 2
14.05.2022;2022-05-14 01:00:00.000;159,5;Точка продаж 2
14.05.2022;2022-05-14 03:00:00.000;707;Точка продаж 2
14.05.2022;2022-05-14 03:30:00.000;369;Точка продаж 2
14.05.2022;2022-05-14 04:30:00.000;657;Точка продаж 2
14.05.2022;2022-05-14 05:00:00.000;1 612,5;Точка продаж 2
14.05.2022;2022-05-14 05:30:00.000;3 433,5;Точка продаж 2
14.05.2022;2022-05-14 06:00:00.000;2 234,5;Точка продаж 2
14.05.2022;2022-05-14 06:30:00.000;2 323,5;Точка продаж 2
14.05.2022;2022-05-14 07:00:00.000;6 048;Точка продаж 2
14.05.2022;2022-05-14 07:30:00.000;1 862;Точка продаж 2
14.05.2022;2022-05-14 08:00:00.000;1 762;Точка продаж 2
14.05.2022;2022-05-14 08:30:00.000;2 358;Точка продаж 2
14.05.2022;2022-05-14 09:00:00.000;488;Точка продаж 2
14.05.2022;2022-05-14 09:30:00.000;666;Точка продаж 2
14.05.2022;2022-05-14 10:00:00.000;3 100,5;Точка продаж 2
14.05.2022;2022-05-14 10:30:00.000;2 129,5;Точка продаж 2
14.05.2022;2022-05-14 11:00:00.000;3 831;Точка продаж 2
14.05.2022;2022-05-14 11:30:00.000;5 495;Точка продаж 2
14.05.2022;2022-05-14 12:00:00.000;4 509;Точка продаж 2
14.05.2022;2022-05-14 12:30:00.000;5 008;Точка продаж 2
14.05.2022;2022-05-14 13:00:00.000;3 295;Точка продаж 2
14.05.2022;2022-05-14 13:30:00.000;2 383;Точка продаж 2
14.05.2022;2022-05-14 15:00:00.000;254;Точка продаж 2
14.05.2022;2022-05-14 15:30:00.000;1 447,5;Точка продаж 2
14.05.2022;2022-05-14 16:00:00.000;2 931;Точка продаж 2
14.05.2022;2022-05-14 16:30:00.000;253;Точка продаж 2
14.05.2022;2022-05-14 17:00:00.000;1 669;Точка продаж 2
14.05.2022;2022-05-14 17:30:00.000;2 723;Точка продаж 2
14.05.2022;2022-05-14 18:00:00.000;3 105,5;Точка продаж 2
14.05.2022;2022-05-14 18:30:00.000;812;Точка продаж 2
14.05.2022;2022-05-14 19:00:00.000;2 741;Точка продаж 2
14.05.2022;2022-05-14 19:30:00.000;308,5;Точка продаж 2
14.05.2022;2022-05-14 20:00:00.000;4 128,5;Точка продаж 2
14.05.2022;2022-05-14 20:30:00.000;2 849,5;Точка продаж 2
14.05.2022;2022-05-14 21:00:00.000;1 874;Точка продаж 2
14.05.2022;2022-05-14 21:30:00.000;1 871,5;Точка продаж 2
14.05.2022;2022-05-14 22:00:00.000;1 429,5;Точка продаж 2
14.05.2022;2022-05-14 22:30:00.000;1 008;Точка продаж 2
14.05.2022;2022-05-14 23:00:00.000;1 398,5;Точка продаж 2
14.05.2022;2022-05-14 23:30:00.000;1 948,5;Точка продаж 2
14.05.2022;2022-05-14 08:00:00.000;1 947;Точка продаж 21
14.05.2022;2022-05-14 08:30:00.000;2 653,5;Точка продаж 21
14.05.2022;2022-05-14 09:00:00.000;3 143;Точка продаж 21
14.05.2022;2022-05-14 09:30:00.000;2 098,5;Точка продаж 21
14.05.2022;2022-05-14 10:00:00.000;3 943;Точка продаж 21
14.05.2022;2022-05-14 10:30:00.000;3 266,5;Точка продаж 21
14.05.2022;2022-05-14 11:00:00.000;3 165,5;Точка продаж 21
14.05.2022;2022-05-14 11:30:00.000;3 503;Точка продаж 21
14.05.2022;2022-05-14 12:00:00.000;755;Точка продаж 21
14.05.2022;2022-05-14 12:30:00.000;4 445;Точка продаж 21
14.05.2022;2022-05-14 13:00:00.000;2 815,5;Точка продаж 21
14.05.2022;2022-05-14 14:00:00.000;854,5;Точка продаж 21
14.05.2022;2022-05-14 14:30:00.000;1 494,5;Точка продаж 21
14.05.2022;2022-05-14 15:00:00.000;97;Точка продаж 21
14.05.2022;2022-05-14 15:30:00.000;1 880;Точка продаж 21
14.05.2022;2022-05-14 16:00:00.000;303,5;Точка продаж 21
14.05.2022;2022-05-14 16:30:00.000;1 756;Точка продаж 21
14.05.2022;2022-05-14 17:30:00.000;1 013;Точка продаж 21
14.05.2022;2022-05-14 18:00:00.000;4 443;Точка продаж 21
14.05.2022;2022-05-14 18:30:00.000;269;Точка продаж 21
14.05.2022;2022-05-14 19:00:00.000;3 220;Точка продаж 21
14.05.2022;2022-05-14 19:30:00.000;2 183,5;Точка продаж 21
14.05.2022;2022-05-14 20:00:00.000;3 317,5;Точка продаж 21
14.05.2022;2022-05-14 20:30:00.000;4 102,5;Точка продаж 21
14.05.2022;2022-05-14 21:00:00.000;981,5;Точка продаж 21
14.05.2022;2022-05-14 23:00:00.000;1 735,5;Точка продаж 21
14.05.2022;2022-05-14 00:00:00.000;772;Точка продаж 22
14.05.2022;2022-05-14 00:30:00.000;311;Точка продаж 22
14.05.2022;2022-05-14 01:00:00.000;246,5;Точка продаж 22
14.05.2022;2022-05-14 04:30:00.000;1 810,5;Точка продаж 22
14.05.2022;2022-05-14 05:00:00.000;534,5;Точка продаж 22
14.05.2022;2022-05-14 05:30:00.000;286;Точка продаж 22
14.05.2022;2022-05-14 06:00:00.000;187,5;Точка продаж 22
14.05.2022;2022-05-14 06:30:00.000;1 227;Точка продаж 22
14.05.2022;2022-05-14 07:00:00.000;931,5;Точка продаж 22
14.05.2022;2022-05-14 07:30:00.000;889;Точка продаж 22
14.05.2022;2022-05-14 08:00:00.000;3 942,5;Точка продаж 22
14.05.2022;2022-05-14 08:30:00.000;869;Точка продаж 22
14.05.2022;2022-05-14 09:00:00.000;2 520,5;Точка продаж 22
14.05.2022;2022-05-14 09:30:00.000;1 503;Точка продаж 22
14.05.2022;2022-05-14 10:00:00.000;820;Точка продаж 22
14.05.2022;2022-05-14 10:30:00.000;665,5;Точка продаж 22
14.05.2022;2022-05-14 11:00:00.000;1 392;Точка продаж 22
14.05.2022;2022-05-14 11:30:00.000;3 834,5;Точка продаж 22
14.05.2022;2022-05-14 12:00:00.000;2 259;Точка продаж 22
14.05.2022;2022-05-14 12:30:00.000;1 899,5;Точка продаж 22
14.05.2022;2022-05-14 13:00:00.000;2 293,5;Точка продаж 22
14.05.2022;2022-05-14 13:30:00.000;2 532;Точка продаж 22
14.05.2022;2022-05-14 14:00:00.000;455,5;Точка продаж 22
14.05.2022;2022-05-14 14:30:00.000;1 486;Точка продаж 22
14.05.2022;2022-05-14 15:00:00.000;2 583;Точка продаж 22
14.05.2022;2022-05-14 15:30:00.000;3 253;Точка продаж 22
14.05.2022;2022-05-14 16:00:00.000;2 405,5;Точка продаж 22
14.05.2022;2022-05-14 16:30:00.000;876,5;Точка продаж 22
14.05.2022;2022-05-14 17:00:00.000;1 318,5;Точка продаж 22
14.05.2022;2022-05-14 17:30:00.000;1 592;Точка продаж 22
14.05.2022;2022-05-14 18:00:00.000;3 727;Точка продаж 22
14.05.2022;2022-05-14 18:30:00.000;3 135;Точка продаж 22
14.05.2022;2022-05-14 19:00:00.000;2 208,5;Точка продаж 22
14.05.2022;2022-05-14 19:30:00.000;1 462,5;Точка продаж 22
14.05.2022;2022-05-14 20:00:00.000;7 607;Точка продаж 22
14.05.2022;2022-05-14 20:30:00.000;1 317,5;Точка продаж 22
14.05.2022;2022-05-14 21:30:00.000;623,5;Точка продаж 22
14.05.2022;2022-05-14 22:00:00.000;849;Точка продаж 22
14.05.2022;2022-05-14 22:30:00.000;961;Точка продаж 22
14.05.2022;2022-05-14 23:00:00.000;1 519;Точка продаж 22
14.05.2022;2022-05-14 23:30:00.000;559,5;Точка продаж 22
14.05.2022;2022-05-14 00:00:00.000;4 198,5;Точка продаж 23
14.05.2022;2022-05-14 00:30:00.000;7 179,5;Точка продаж 23
14.05.2022;2022-05-14 01:00:00.000;312,5;Точка продаж 23
14.05.2022;2022-05-14 02:30:00.000;524,5;Точка продаж 23
14.05.2022;2022-05-14 04:00:00.000;52,5;Точка продаж 23
14.05.2022;2022-05-14 04:30:00.000;1 321,5;Точка продаж 23
14.05.2022;2022-05-14 05:00:00.000;791;Точка продаж 23
14.05.2022;2022-05-14 05:30:00.000;4 202,5;Точка продаж 23
14.05.2022;2022-05-14 06:00:00.000;1 918,5;Точка продаж 23
14.05.2022;2022-05-14 06:30:00.000;2 103;Точка продаж 23
14.05.2022;2022-05-14 07:00:00.000;9 841;Точка продаж 23
14.05.2022;2022-05-14 07:30:00.000;7 865;Точка продаж 23
14.05.2022;2022-05-14 08:00:00.000;5 262,5;Точка продаж 23
14.05.2022;2022-05-14 08:30:00.000;260;Точка продаж 23
14.05.2022;2022-05-14 09:00:00.000;5 838,5;Точка продаж 23
14.05.2022;2022-05-14 09:30:00.000;5 579,5;Точка продаж 23
14.05.2022;2022-05-14 10:00:00.000;2 918;Точка продаж 23
14.05.2022;2022-05-14 10:30:00.000;6 580,5;Точка продаж 23
14.05.2022;2022-05-14 11:00:00.000;18 577,5;Точка продаж 23
14.05.2022;2022-05-14 11:30:00.000;1 686,5;Точка продаж 23
14.05.2022;2022-05-14 12:00:00.000;11 913;Точка продаж 23
14.05.2022;2022-05-14 12:30:00.000;17 451;Точка продаж 23
14.05.2022;2022-05-14 13:00:00.000;8 858,5;Точка продаж 23
14.05.2022;2022-05-14 13:30:00.000;4 477;Точка продаж 23
14.05.2022;2022-05-14 14:00:00.000;11 994,5;Точка продаж 23
14.05.2022;2022-05-14 14:30:00.000;1 064,5;Точка продаж 23
14.05.2022;2022-05-14 15:00:00.000;2 042;Точка продаж 23
14.05.2022;2022-05-14 15:30:00.000;6 006,5;Точка продаж 23
14.05.2022;2022-05-14 16:00:00.000;7 153;Точка продаж 23
14.05.2022;2022-05-14 16:30:00.000;5 822,5;Точка продаж 23
14.05.2022;2022-05-14 17:00:00.000;10 991,5;Точка продаж 23
14.05.2022;2022-05-14 17:30:00.000;2 169;Точка продаж 23
14.05.2022;2022-05-14 18:00:00.000;4 083,5;Точка продаж 23
14.05.2022;2022-05-14 18:30:00.000;11 559;Точка продаж 23
14.05.2022;2022-05-14 19:00:00.000;6 222,5;Точка продаж 23
14.05.2022;2022-05-14 19:30:00.000;7 871;Точка продаж 23
14.05.2022;2022-05-14 20:00:00.000;6 185,5;Точка продаж 23
14.05.2022;2022-05-14 20:30:00.000;5 959;Точка продаж 23
14.05.2022;2022-05-14 21:00:00.000;5 820,5;Точка продаж 23
14.05.2022;2022-05-14 21:30:00.000;10 954,5;Точка продаж 23
14.05.2022;2022-05-14 22:00:00.000;13 400;Точка продаж 23
14.05.2022;2022-05-14 22:30:00.000;7 975;Точка продаж 23
14.05.2022;2022-05-14 23:00:00.000;3 865;Точка продаж 23
14.05.2022;2022-05-14 23:30:00.000;4 711;Точка продаж 23
14.05.2022;2022-05-14 00:00:00.000;940,5;Точка продаж 24
14.05.2022;2022-05-14 00:30:00.000;182,5;Точка продаж 24
14.05.2022;2022-05-14 01:30:00.000;776,5;Точка продаж 24
14.05.2022;2022-05-14 02:00:00.000;1 121;Точка продаж 24
14.05.2022;2022-05-14 02:30:00.000;529,5;Точка продаж 24
14.05.2022;2022-05-14 03:00:00.000;188,5;Точка продаж 24
14.05.2022;2022-05-14 04:00:00.000;622;Точка продаж 24
